0.000024; 0.000013; 0.013979; 0.000026; 4266666666.666667; 7876923076.923078; 0.000000; 3938461538.461539;
0.000029; 0.000016; 0.000136; 0.000025; 4272551724.137931; 7744000000.000000; 0.000000; 4956160000.000000;
0.000028; 0.000020; 0.000138; 0.000028; 5266285714.285714; 7372799999.999999; 0.000000; 5266285714.285714;
0.000032; 0.000022; 0.000137; 0.000031; 5408000000.000000; 7866181818.181818; 0.000000; 5582451612.903226;
0.000031; 0.000025; 0.000146; 0.000035; 6474322580.645161; 8028160000.000000; 0.000000; 5734400000.000001;
0.000034; 0.000029; 0.000147; 0.000038; 6776470588.235294; 7944827586.206897; 0.000000; 6063157894.736842;
0.000041; 0.000031; 0.000176; 0.000042; 6393756097.560975; 8456258064.516129; 0.000000; 6241523809.523809;
0.000039; 0.000037; 0.000170; 0.000047; 7588102564.102564; 7998270270.270270; 0.000000; 6296510638.297873;
0.000042; 0.000042; 0.000197; 0.000057; 7899428571.428572; 7899428571.428572; 0.000000; 5820631578.947368;
0.000044; 0.000048; 0.000200; 0.000057; 8401454545.454546; 7701333333.333333; 0.000000; 6485333333.333333;
0.000048; 0.000054; 0.000226; 0.000062; 8533333333.333333; 7585185185.185185; 0.000000; 6606451612.903226;
0.000052; 0.000062; 0.000228; 0.000067; 8684307692.307693; 7283612903.225806; 0.000000; 6740059701.492537;
0.000053; 0.000071; 0.000261; 0.000082; 9351245283.018867; 6980507042.253521; 0.000000; 6044097560.975610;
0.000057; 0.000079; 0.000257; 0.000080; 9503438596.491228; 6856911392.405064; 0.000000; 6771199999.999999;
0.000061; 0.000088; 0.000287; 0.000097; 9669245901.639345; 6702545454.545455; 0.000000; 6080659793.814433;
0.000070; 0.000098; 0.000327; 0.000099; 9142857142.857143; 6530612244.897960; 0.000000; 6464646464.646465;
0.000065; 0.000100; 0.000328; 0.000099; 10649600000.000000; 6922240000.000000; 0.000000; 6992161616.161616;
0.000070; 0.000107; 0.000348; 0.000107; 10664228571.428572; 6976598130.841122; 0.000000; 6976598130.841122;
0.000074; 0.000118; 0.000401; 0.000117; 10848864864.864866; 6803525423.728814; 0.000000; 6861675213.675214;
0.000079; 0.000135; 0.000410; 0.000120; 10901063291.139240; 6379140740.740741; 0.000000; 7176533333.333333;
0.000083; 0.000141; 0.000460; 0.000134; 11103614457.831326; 6536170212.765957; 0.000000; 6877611940.298508;
0.000090; 0.000151; 0.000448; 0.000139; 10934044444.444445; 6516980132.450331; 0.000000; 7079597122.302158;
0.000089; 0.000166; 0.000533; 0.000148; 11781752808.988764; 6316722891.566265; 0.000000; 7084972972.972973;
0.000100; 0.000088; 0.000525; 0.000155; 11151360000.000000; 12672000000.000000; 0.000000; 7194425806.451612;
0.000104; 0.000091; 0.000626; 0.000156; 11382153846.153847; 13008175824.175823; 0.000000; 7588102564.102564;
0.000111; 0.000093; 0.000604; 0.000164; 11300900900.900900; 13488172043.010754; 0.000000; 7648780487.804878;
0.000120; 0.000100; 0.000692; 0.000171; 11059200000.000000; 13271040000.000000; 0.000000; 7760842105.263158;
0.000121; 0.000102; 0.000686; 0.000174; 11585586776.859505; 13743686274.509804; 0.000000; 8056643678.160919;
0.000128; 0.000113; 0.000794; 0.000176; 11552000000.000000; 13085451327.433628; 0.000000; 8401454545.454546;
0.000145; 0.000121; 0.000800; 0.000193; 10741406896.551723; 12871933884.297520; 0.000000; 8069968911.917098;
0.000155; 0.000123; 0.000894; 0.000189; 10570322580.645161; 13320325203.252031; 0.000000; 8668783068.783068;
0.000153; 0.000135; 0.000902; 0.000198; 11250614379.084967; 12750696296.296297; 0.000000; 8693656565.656567;
0.000166; 0.000133; 0.001028; 0.000201; 10881542168.674700; 13581473684.210526; 0.000000; 8986746268.656715;
0.000178; 0.000136; 0.001026; 0.000207; 10636943820.224720; 13921882352.941177; 0.000000; 9146743961.352657;
0.000187; 0.000156; 0.001171; 0.000216; 10601411764.705883; 12708102564.102564; 0.000000; 9178074074.074074;
0.000198; 0.000154; 0.001167; 0.000231; 10472727272.727274; 13464935064.935064; 0.000000; 8976623376.623377;
0.000214; 0.000165; 0.001290; 0.000246; 10125158878.504673; 13132024242.424242; 0.000000; 8808065040.650406;
0.000216; 0.000182; 0.001322; 0.000242; 10472296296.296297; 12428659340.659340; 0.000000; 9347173553.719007;
0.000221; 0.000172; 0.001465; 0.000247; 10675547511.312218; 13716837209.302324; 0.000000; 9551805668.016195;
0.000221; 0.000181; 0.001458; 0.000258; 11124995475.113121; 13583558011.049723; 0.000000; 9529550387.596899;
0.000242; 0.000220; 0.001653; 0.000260; 10578512396.694216; 11636363636.363636; 0.000000; 9846153846.153847;
